hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
c7f843006268,2026-06-23 15:01:20,2026-06-23 15:07:38,IP Address,100,377,True,2026-06-23 15:07:38,R_3rPzzN7W9K1Xp5I,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|cow|dog|pig,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,That they are entirely homogenous and a trait of one is common to all.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,Presupposing traits of a population by description.,physical,NA,FL_24,tan_easily|have_tattoos|have_flat_bellbutton|draw_circle_on_knees|have_orange_earwax|wear tall socks|have_bony_elbows|have_short_nails|have_a_loud_voice|have_wide_feet|have_freckles_o_feet|can_touch_their_toes|paint_their_toenails|can_see_really_far|have_stripes_in_hair,NA,NA,NA,phys_cold_hands_feet|diet_breakfast_late|diet_five_meals_day|pers_like_to_dance|pers_like_highfive|diet_like_juice_pulp|phys_can_wiggle_ears|diet_pepper_on_all|phys_can_snap_toes|pers_read_books|phys_snore_sleep|pers_cry_easily|diet_can_eat_spicy|pers_collect_rocks|phys_can_roll_tongue|attn_check
d16ea97966b6,2026-06-23 15:01:03,2026-06-23 15:07:43,IP Address,100,399,True,2026-06-23 15:07:43,R_5FEVezE4eBbYJSp,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,25,80,80,88,75,25,20,50,76,50,50,50,100,75,50,100,"I think they are very hard to characterizes, they seem to have some board things in common for sure like tanning easily, but it's hard to know their personality since they are friendly and angry.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,No issues,To see how people take a small amount of information and make big judgements on groups about it.,heterogeneous,NA,FL_14,NA,NA,NA,are_angry|have_orange_earwax|make_bread|tell_bad_jokes|rdont_like_soup|like_to_ride_bikes|are_friendly|like_to_eat_herbs|tan_easily|like_to_eat_broccoli|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_five_meals_day|pers_cry_easily|phys_can_roll_tongue|diet_pepper_on_all|phys_can_wiggle_ears|pers_like_to_dance|attn_check|pers_collect_rocks|pers_read_books|phys_snore_sleep|phys_cold_hands_feet|diet_can_eat_spicy|diet_breakfast_late|phys_can_snap_toes|diet_like_juice_pulp|pers_like_highfive
eff6ba45c7de,2026-06-23 15:00:18,2026-06-23 15:07:43,IP Address,100,445,True,2026-06-23 15:07:44,R_5N2F5dOZDbykTYS,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|bird|horse,46,56,39,69,41,42,71,42,53,50,64,41,54,41,48,58,Friendly people,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,Hispanic or Latino/a,NA,High school/GED,none,LEarning about a group of people,personality,NA,FL_80,NA,NA,are_friendly|tell_bad_jokes|are_curious|teach_children|are_forgetful|can_do_cartwheels|are_angry|live_w_thr_families|like_to_ride_bikes|give_good_gifts|are_thoughtful|are_brave|are_smart|take_care_of_others|are_silly,NA,pers_collect_rocks|diet_like_juice_pulp|diet_can_eat_spicy|phys_can_roll_tongue|phys_can_snap_toes|pers_like_to_dance|diet_five_meals_day|diet_pepper_on_all|pers_read_books|phys_can_wiggle_ears|pers_cry_easily|diet_breakfast_late|phys_snore_sleep|phys_cold_hands_feet|attn_check|pers_like_highfive
900fa4071985,2026-06-23 14:54:57,2026-06-23 15:07:44,IP Address,100,767,True,2026-06-23 15:07:44,R_7DTSWUfLifUj9Ml,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|cow|horse|bird,25,15,25,10,5,50,25,75,50,50,25,20,10,10,25,100,"They have the title Zarpies, and they have unique characteristics.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,Nope!,Gauging participants' perceptions on character differences and what makes a group of people defined by a characteristic.,heterogeneous,NA,FL_14,NA,NA,NA,are_angry|like_to_eat_herbs|have_orange_earwax|tell_bad_jokes|rdont_like_soup|like_to_ride_bikes|are_friendly|tan_easily|make_bread|like_to_eat_broccoli|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_to_dance|attn_check|phys_can_roll_tongue|diet_five_meals_day|pers_cry_easily|pers_collect_rocks|diet_like_juice_pulp|diet_breakfast_late|phys_snore_sleep|diet_pepper_on_all|phys_can_snap_toes|pers_read_books|phys_cold_hands_feet|phys_can_wiggle_ears|pers_like_highfive|diet_can_eat_spicy
8c2fdeb8d698,2026-06-23 14:58:38,2026-06-23 15:07:44,IP Address,100,546,True,2026-06-23 15:07:45,R_3CWCYA7GwUiSw41,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|horse|dog|bird,65,32,8,60,45,40,19,57,80,88,25,63,20,30,75,100,"They seem like a friendly group and happy and sociable. Also, they look like they're active and very healthy.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,It was about stereotyping groups based on their preferences.,diet,NA,FL_34,NA,like_to_eat_sweets|rdont_like_soup|farm_potatoes|eat_nuts|eat_meat|lt_drink_maple_syrup|lt_drink_fizzy_water|make_bread|eat_cheese|drink_milk|rdont_like_ice_cream|like_to_eat_herbs|like_to_drink_tea|eat_rice|like_to_eat_broccoli,NA,NA,phys_can_roll_tongue|pers_like_highfive|phys_snore_sleep|phys_cold_hands_feet|phys_can_wiggle_ears|diet_five_meals_day|diet_breakfast_late|diet_pepper_on_all|diet_like_juice_pulp|phys_can_snap_toes|pers_read_books|pers_like_to_dance|attn_check|diet_can_eat_spicy|pers_collect_rocks|pers_cry_easily
649b683214d7,2026-06-23 14:58:54,2026-06-23 15:07:49,IP Address,100,534,True,2026-06-23 15:07:49,R_3plQg0cjL6YrDaT,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,50,60,80,33,60,10,15,33,20,50,33,15,10,25,25,100,All of the characteristics mentioned in the beginning of the survey.,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,No problems,Study was interesting....a few questions in I realized maybe there is probably no difference between Zarpies and any other group of people. So considered that when answering.,physical,NA,FL_24,have_bony_elbows|tan_easily|have_flat_bellbutton|have_freckles_o_feet|have_tattoos|have_wide_feet|have_a_loud_voice|draw_circle_on_knees|have_orange_earwax|can_see_really_far|have_stripes_in_hair|paint_their_toenails|can_touch_their_toes|have_short_nails|wear tall socks,NA,NA,NA,diet_breakfast_late|phys_snore_sleep|pers_read_books|diet_pepper_on_all|pers_cry_easily|phys_can_roll_tongue|diet_can_eat_spicy|diet_five_meals_day|pers_like_highfive|pers_like_to_dance|pers_collect_rocks|phys_can_wiggle_ears|diet_like_juice_pulp|phys_can_snap_toes|attn_check|phys_cold_hands_feet
7f8d5bf2f899,2026-06-23 14:57:08,2026-06-23 15:08:00,IP Address,100,652,True,2026-06-23 15:08:00,R_3e5aTbRYVYeyEP7,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|cow|bird,50,50,50,50,55,50,50,50,50,55,50,50,50,50,50,100,"Zarpies love baking bread, enjoy eating broccoli, embrace life, and are friendly.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Prefer not to specify,NA,Prefer not to specify,NA,Prefer not to specify,NA,Study human traits,heterogeneous,NA,FL_14,NA,NA,NA,make_bread|rdont_like_soup|are_angry|like_to_eat_herbs|tan_easily|like_to_ride_bikes|have_orange_earwax|tell_bad_jokes|are_friendly|like_to_eat_broccoli|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_collect_rocks|pers_like_highfive|diet_can_eat_spicy|diet_breakfast_late|diet_like_juice_pulp|pers_read_books|diet_five_meals_day|attn_check|pers_cry_easily|phys_cold_hands_feet|phys_can_roll_tongue|pers_like_to_dance|diet_pepper_on_all|phys_can_wiggle_ears|phys_snore_sleep|phys_can_snap_toes
559a78d5959e,2026-06-23 15:02:11,2026-06-23 15:08:02,IP Address,100,350,True,2026-06-23 15:08:02,R_6QrzbZQ5v11FBFD,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|horse|dog,28,20,28,25,28,82,7,37,30,11,48,5,24,36,42,100,Unemployed,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,East Asian",NA,Some college,N/A,Zarpies bein goofy,physical,NA,FL_24,have_wide_feet|can_touch_their_toes|have_flat_bellbutton|can_see_really_far|have_orange_earwax|have_bony_elbows|have_stripes_in_hair|have_tattoos|paint_their_toenails|have_a_loud_voice|have_freckles_o_feet|draw_circle_on_knees|tan_easily|have_short_nails|wear tall socks,NA,NA,NA,diet_like_juice_pulp|phys_can_wiggle_ears|pers_collect_rocks|diet_can_eat_spicy|diet_pepper_on_all|diet_five_meals_day|pers_read_books|pers_like_to_dance|pers_like_highfive|phys_can_snap_toes|attn_check|phys_can_roll_tongue|phys_snore_sleep|pers_cry_easily|phys_cold_hands_feet|diet_breakfast_late
c176cce04afd,2026-06-23 14:57:01,2026-06-23 15:08:07,IP Address,100,666,True,2026-06-23 15:08:07,R_3kbXiMV5zOUCYhP,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|cow|bird,75,15,20,25,40,25,30,100,60,30,75,35,50,100,40,100,"they have the short nails, loud voice, and can see really far. They also have tattos, and tan easily.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",NA,"Just for given some background about a imaginary people, and ask when we see one person of them with some action, then how many % of them will do the same things.",physical,NA,FL_24,have_bony_elbows|have_freckles_o_feet|have_tattoos|draw_circle_on_knees|wear tall socks|have_orange_earwax|can_touch_their_toes|have_stripes_in_hair|have_a_loud_voice|can_see_really_far|tan_easily|have_short_nails|paint_their_toenails|have_flat_bellbutton|have_wide_feet,NA,NA,NA,attn_check|diet_like_juice_pulp|phys_cold_hands_feet|diet_can_eat_spicy|pers_like_to_dance|pers_like_highfive|diet_pepper_on_all|phys_can_wiggle_ears|diet_breakfast_late|phys_can_roll_tongue|diet_five_meals_day|pers_read_books|pers_collect_rocks|phys_snore_sleep|pers_cry_easily|phys_can_snap_toes
2c876b2ce66b,2026-06-23 14:56:44,2026-06-23 15:08:08,IP Address,100,683,True,2026-06-23 15:08:09,R_7x4T5DjyNX1Iu2d,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|bird|cow,30,0,70,30,40,75,85,80,95,100,10,25,65,0,25,100,Zarpies are an extroverted group of people.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,Prefer not to specify,N/A,I think this study was about perceiving tasks carried out by a fictional group of people.,personality,NA,FL_80,NA,NA,are_friendly|are_curious|are_brave|give_good_gifts|can_do_cartwheels|tell_bad_jokes|are_angry|like_to_ride_bikes|are_silly|are_thoughtful|are_forgetful|are_smart|live_w_thr_families|take_care_of_others|teach_children,NA,pers_cry_easily|phys_can_snap_toes|diet_pepper_on_all|phys_can_roll_tongue|phys_can_wiggle_ears|phys_cold_hands_feet|pers_like_highfive|diet_can_eat_spicy|pers_read_books|diet_like_juice_pulp|diet_breakfast_late|attn_check|pers_like_to_dance|phys_snore_sleep|diet_five_meals_day|pers_collect_rocks
239d8b239685,2026-06-23 14:59:28,2026-06-23 15:08:16,IP Address,100,527,True,2026-06-23 15:08:16,R_3QMDeAUdCoHTtb5,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|dog|cow|horse,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,"They seem like likeable beings. Like most groups, I don't imagine they're a monolith.",Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I genuinely don't know. Being told a group is this or that doesn't mean the whole group is this or that and knowing one random characteristic doesn't make another more or less likely.,personality,NA,FL_80,NA,NA,live_w_thr_families|are_curious|teach_children|are_friendly|tell_bad_jokes|can_do_cartwheels|give_good_gifts|are_thoughtful|are_angry|are_silly|are_forgetful|like_to_ride_bikes|are_smart|are_brave|take_care_of_others,NA,phys_can_roll_tongue|diet_breakfast_late|diet_like_juice_pulp|phys_can_wiggle_ears|diet_five_meals_day|pers_like_highfive|pers_read_books|attn_check|phys_snore_sleep|pers_like_to_dance|diet_pepper_on_all|pers_collect_rocks|phys_can_snap_toes|phys_cold_hands_feet|diet_can_eat_spicy|pers_cry_easily
10ce4930b124,2026-06-23 14:59:40,2026-06-23 15:08:24,IP Address,100,524,True,2026-06-23 15:08:25,R_37qj7t40nDXi5RN,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|bird|dog|cow,60,25,80,30,2,20,3,70,5,70,50,50,50,10,65,100,I don't find that there is any one thing that makes them a distinct group other than that they are Zarpies. They seem like regular humans other than the fact that some measure of them can snap their toes and wiggle their ears. Perhaps all Zarpies can do that...that would certainly characterize them as a group.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Prejudice/bias/bigotry,personality,NA,FL_80,NA,NA,tell_bad_jokes|take_care_of_others|are_forgetful|are_silly|are_friendly|give_good_gifts|are_brave|are_smart|are_curious|teach_children|are_thoughtful|are_angry|live_w_thr_families|like_to_ride_bikes|can_do_cartwheels,NA,diet_like_juice_pulp|diet_can_eat_spicy|pers_like_highfive|diet_pepper_on_all|phys_snore_sleep|pers_read_books|attn_check|phys_can_snap_toes|pers_collect_rocks|phys_can_wiggle_ears|phys_cold_hands_feet|diet_five_meals_day|pers_cry_easily|phys_can_roll_tongue|diet_breakfast_late|pers_like_to_dance
31d041abe506,2026-06-23 14:59:31,2026-06-23 15:08:27,IP Address,100,536,True,2026-06-23 15:08:27,R_3t5r3wA5FjhJSFj,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|cow|bird,100,23,97,75,98,100,100,100,100,49,99,76,100,77,79,100,Their wild and curious antics,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,Some college,none!,Bias or stereotypes,diet,NA,FL_34,NA,lt_drink_maple_syrup|make_bread|like_to_eat_broccoli|like_to_eat_herbs|eat_rice|eat_cheese|like_to_drink_tea|like_to_eat_sweets|rdont_like_ice_cream|eat_meat|farm_potatoes|lt_drink_fizzy_water|drink_milk|rdont_like_soup|eat_nuts,NA,NA,phys_cold_hands_feet|phys_snore_sleep|pers_like_highfive|diet_five_meals_day|phys_can_roll_tongue|diet_like_juice_pulp|diet_pepper_on_all|diet_breakfast_late|phys_can_wiggle_ears|pers_collect_rocks|pers_like_to_dance|pers_cry_easily|pers_read_books|attn_check|diet_can_eat_spicy|phys_can_snap_toes
177703806149,2026-06-23 15:02:06,2026-06-23 15:08:39,IP Address,100,392,True,2026-06-23 15:08:40,R_3CIGERZ4x5guEdo,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|bird|cow|horse,50,50,25,50,50,50,50,50,11,50,50,25,25,25,25,100,nothing,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"Black or African American,South or Southeast Asian",NA,High school/GED,no,that everyone can be different than a majority,heterogeneous,NA,FL_14,NA,NA,NA,are_friendly|have_orange_earwax|rdont_like_soup|tan_easily|like_to_ride_bikes|like_to_eat_broccoli|tell_bad_jokes|are_angry|make_bread|like_to_eat_herbs|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_can_roll_tongue|pers_collect_rocks|pers_read_books|diet_breakfast_late|diet_pepper_on_all|pers_like_to_dance|pers_cry_easily|phys_snore_sleep|diet_five_meals_day|pers_like_highfive|phys_cold_hands_feet|phys_can_snap_toes|phys_can_wiggle_ears|diet_can_eat_spicy|diet_like_juice_pulp|attn_check
