hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,specificcondition_DO,genericcondition_DO,inductiontask_DO
63bc353e685d,2026-04-20 14:38:10,2026-04-20 14:42:23,IP Address,100,252,True,2026-04-20 14:42:23,R_1NsjUZKF6OqmbR1,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|bird|dog,48,16,70,32,69,69,66,30,37,38,81,61,37,37,71,30,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I think it was seeing what group assumptions are based on no information and if there is any pattern,baseline,NA,FL_24,NA,NA,potatoes|song|cats|garbage|attn_check|pond|sad|opera|yellow|clap|banjo|maple_syrup|lion|window|cave|look_left|dance
ae0c0347a114,2026-04-20 14:35:28,2026-04-20 14:42:27,IP Address,100,418,True,2026-04-20 14:42:27,R_7hc2Lc9TMtQzm41,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|horse|cow|dog,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,I don't know,generic,NA,FL_15,NA,bounce_ball_head|hop_puddles|scared_ladybugs|sleep_trees|dont_like_icecream|like_sing|draw_stars_knees|climb_fences|stripes_hair|babies_blankets|dont_like_mud|chase_shadows|eat_flowers|flap_arms_happy|can_flip_air|freckles_feet,yellow|banjo|look_left|clap|song|garbage|maple_syrup|potatoes|window|opera|sad|attn_check|cats|cave|dance|lion|pond
47657def2222,2026-04-20 14:37:43,2026-04-20 14:42:27,IP Address,100,283,True,2026-04-20 14:42:27,R_64IbUo6wJx1CVbd,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|pig|dog|cow,85,55,37,64,62,56,49,46,43,49,64,86,25,79,76,55,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,prejudice,baseline,NA,FL_24,NA,NA,look_left|song|opera|attn_check|yellow|clap|cats|garbage|dance|cave|potatoes|banjo|maple_syrup|lion|window|pond|sad
393c73d3885f,2026-04-20 14:35:42,2026-04-20 14:42:27,IP Address,100,404,True,2026-04-20 14:42:28,R_55KgyNgs3gcGCV5,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,75,75,75,50,50,50,50,75,50,50,75,75,50,75,75,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",I need to see more than one Zarpie to make most of these determinations. The uniqueness of the action was my barometer.,sweeping generalizations.,baseline,NA,FL_24,NA,NA,garbage|lion|yellow|song|look_left|cave|window|dance|sad|pond|banjo|potatoes|clap|maple_syrup|cats|attn_check|opera
2362dbddc51d,2026-04-20 14:34:25,2026-04-20 14:42:31,IP Address,100,486,True,2026-04-20 14:42:32,R_5Ns2rz6bcNrnx29,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|bird|pig,90,5,5,3,20,1,1,100,5,25,10,20,5,1,75,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,no problems,"Our overall impression as to how many people ""Zarpies"" do certain things as an overall part of our world.",baseline,NA,FL_24,NA,NA,maple_syrup|dance|lion|opera|cats|look_left|pond|attn_check|cave|yellow|banjo|clap|garbage|sad|potatoes|song|window
afed3f125215,2026-04-20 14:38:13,2026-04-20 14:42:41,IP Address,100,267,True,2026-04-20 14:42:41,R_534zQVW4Bi92o45,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|dog|pig|cow,8,5,28,15,75,2,31,15,2,30,60,25,2,2,20,12,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,NA,baseline,NA,FL_24,NA,NA,maple_syrup|song|pond|cats|cave|banjo|opera|dance|attn_check|yellow|window|look_left|potatoes|lion|clap|sad|garbage
9d89dbc4de52,2026-04-20 14:37:43,2026-04-20 14:42:41,IP Address,100,298,True,2026-04-20 14:42:42,R_6fDhdRXMWOrtQIr,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|pig|dog,73,85,100,65,90,66,100,100,38,50,73,88,75,93,100,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,The way humans make stereotypes about different cultures,baseline,NA,FL_24,NA,NA,cave|window|clap|opera|song|dance|garbage|sad|lion|pond|cats|potatoes|look_left|yellow|maple_syrup|banjo|attn_check
a76a800280ac,2026-04-20 14:35:22,2026-04-20 14:42:46,IP Address,100,444,True,2026-04-20 14:42:46,R_6luzkMnui22Giwn,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|cow|dog,60,50,54,63,76,75,75,66,59,50,56,75,76,74,75,75,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,NA,specific,NA,FL_14,freckles_feet|scared_ladybugs|bounce_ball_head|like_sing|dont_like_mud|stripes_hair|chase_shadows|eat_flowers|climb_fences|draw_stars_knees|babies_blankets|hop_puddles|flap_arms_happy|sleep_trees|can_flip_air|dont_like_icecream,NA,window|garbage|sad|clap|pond|song|potatoes|cats|cave|opera|lion|look_left|yellow|dance|maple_syrup|banjo|attn_check
c26004a177bc,2026-04-20 14:35:21,2026-04-20 14:42:58,IP Address,100,456,True,2026-04-20 14:42:58,R_5YzIpLNpcaBl3EM,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|bird|horse,75,50,25,50,50,75,50,100,75,75,75,100,90,75,75,75,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Making assumptions about social groups based on unconventional behavior/appearance,generic,NA,FL_15,NA,bounce_ball_head|stripes_hair|draw_stars_knees|flap_arms_happy|eat_flowers|like_sing|dont_like_icecream|hop_puddles|freckles_feet|babies_blankets|dont_like_mud|sleep_trees|chase_shadows|scared_ladybugs|can_flip_air|climb_fences,potatoes|lion|attn_check|garbage|cats|maple_syrup|banjo|window|pond|clap|look_left|song|sad|cave|dance|yellow|opera
d2c0b243d43e,2026-04-20 14:36:26,2026-04-20 14:43:06,IP Address,100,399,True,2026-04-20 14:43:06,R_5JL910tyWBiTgcx,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|horse|pig|cow,50,63,43,42,50,76,64,36,36,36,95,62,30,17,75,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I think this study is about how the characteristics of certain groups are perceived compared to one another.,generic,NA,FL_15,NA,dont_like_mud|climb_fences|flap_arms_happy|chase_shadows|sleep_trees|freckles_feet|can_flip_air|eat_flowers|stripes_hair|like_sing|draw_stars_knees|hop_puddles|bounce_ball_head|dont_like_icecream|babies_blankets|scared_ladybugs,yellow|lion|clap|maple_syrup|opera|banjo|attn_check|look_left|pond|potatoes|garbage|cats|sad|cave|window|dance|song
e7ee5f10c1dc,2026-04-20 14:38:25,2026-04-20 14:43:09,IP Address,100,284,True,2026-04-20 14:43:10,R_7C7lXxJ7l9y35Od,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|cow|horse|bird,90,26,10,50,75,75,60,10,24,25,50,25,40,5,75,25,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",nope,very interesting but kind of fun to answer,baseline,NA,FL_24,NA,NA,banjo|pond|clap|opera|potatoes|garbage|maple_syrup|sad|lion|look_left|cats|dance|song|attn_check|yellow|cave|window
16eee4a04109,2026-04-20 14:35:30,2026-04-20 14:43:11,IP Address,100,461,True,2026-04-20 14:43:12,R_6AHFGEKOSLoBa8E,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|horse|pig|bird,5,50,15,5,26,11,12,16,3,9,15,5,7,12,11,24,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,how we view other groups,baseline,NA,FL_24,NA,NA,lion|yellow|garbage|cats|song|maple_syrup|banjo|sad|opera|look_left|window|dance|pond|potatoes|cave|attn_check|clap
8ebe17a45876,2026-04-20 14:35:55,2026-04-20 14:43:20,IP Address,100,444,True,2026-04-20 14:43:20,R_5TyoQmPQZceaxjz,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|horse|dog,100,100,100,100,100,100,100,100,25,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No problems,I have no idea,generic,NA,FL_15,NA,eat_flowers|babies_blankets|climb_fences|freckles_feet|can_flip_air|chase_shadows|dont_like_mud|stripes_hair|flap_arms_happy|draw_stars_knees|hop_puddles|bounce_ball_head|dont_like_icecream|scared_ladybugs|like_sing|sleep_trees,song|cats|look_left|attn_check|opera|clap|garbage|dance|potatoes|maple_syrup|yellow|window|lion|cave|banjo|sad|pond
d0fbaba60e5b,2026-04-20 14:38:15,2026-04-20 14:43:21,IP Address,100,306,True,2026-04-20 14:43:21,R_5s5RSnVFx2L8VPz,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|dog|pig|horse,13,8,14,11,76,25,5,13,24,2,38,75,26,5,37,3,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,DECIDING what people from the same group may have in common or not,specific,NA,FL_14,bounce_ball_head|climb_fences|chase_shadows|stripes_hair|can_flip_air|dont_like_mud|babies_blankets|hop_puddles|draw_stars_knees|eat_flowers|sleep_trees|freckles_feet|scared_ladybugs|like_sing|dont_like_icecream|flap_arms_happy,NA,dance|look_left|lion|cave|sad|window|banjo|clap|attn_check|potatoes|cats|garbage|yellow|pond|maple_syrup|opera|song
22ad2e7e7133,2026-04-20 14:38:35,2026-04-20 14:43:24,IP Address,100,288,True,2026-04-20 14:43:24,R_1rV6mSDCFOeradj,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|bird|cow,23,40,11,0,35,0,0,0,0,0,0,65,0,0,0,0,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"Some other racial/ethnic identity, please specify:",Cape Verdean,Some college,NA,a study about how people percieve others.,baseline,NA,FL_24,NA,NA,pond|attn_check|yellow|maple_syrup|dance|garbage|cats|look_left|opera|potatoes|song|clap|sad|banjo|window|cave|lion
f19926c32437,2026-04-20 14:35:59,2026-04-20 14:43:35,IP Address,100,456,True,2026-04-20 14:43:36,R_6wGEQgFWkipD7aj,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|pig|bird,1,0,1,1,1,0,1,0,1,0,1,23,1,0,1,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,"no idea.  Since I did not see any zarpies doing those things in the pictures, I assumed none of them did.",generic,NA,FL_15,NA,dont_like_mud|sleep_trees|can_flip_air|dont_like_icecream|scared_ladybugs|climb_fences|draw_stars_knees|stripes_hair|bounce_ball_head|chase_shadows|babies_blankets|eat_flowers|like_sing|freckles_feet|flap_arms_happy|hop_puddles,song|yellow|opera|window|cave|banjo|sad|potatoes|cats|dance|garbage|attn_check|pond|look_left|maple_syrup|lion|clap
3dec466b2a8a,2026-04-20 14:37:37,2026-04-20 14:43:37,IP Address,100,360,True,2026-04-20 14:43:38,R_12zsWXN7VfigKZ8,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|horse|cow|bird,24,10,57,25,82,11,20,13,16,35,75,35,50,9,59,32,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,No issues,Impressions of how common certain activities are for a group of people or society.,specific,NA,FL_14,can_flip_air|draw_stars_knees|bounce_ball_head|dont_like_icecream|like_sing|eat_flowers|flap_arms_happy|stripes_hair|babies_blankets|hop_puddles|scared_ladybugs|sleep_trees|freckles_feet|chase_shadows|dont_like_mud|climb_fences,NA,lion|sad|attn_check|dance|pond|yellow|garbage|cats|look_left|song|window|opera|cave|potatoes|maple_syrup|clap|banjo
b4c19cf4318b,2026-04-20 14:36:19,2026-04-20 14:43:41,IP Address,100,441,True,2026-04-20 14:43:42,R_7Ymx0boqaPr2Kpb,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|cow|horse|dog,0,0,24,12,100,100,100,100,99,51,77,100,100,100,0,76,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,different,generic,NA,FL_15,NA,sleep_trees|hop_puddles|scared_ladybugs|babies_blankets|stripes_hair|dont_like_icecream|draw_stars_knees|can_flip_air|bounce_ball_head|flap_arms_happy|freckles_feet|climb_fences|like_sing|dont_like_mud|chase_shadows|eat_flowers,window|banjo|pond|potatoes|cats|sad|maple_syrup|garbage|song|opera|clap|dance|look_left|lion|cave|attn_check|yellow
0e5ede8610be,2026-04-20 14:35:47,2026-04-20 14:43:47,IP Address,100,479,True,2026-04-20 14:43:47,R_5uJQ5GfJqqesPx7,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,50,8,32,4,7,3,10,4,2,44,31,85,4,5,95,11,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no problems,seeing another culture like yourself?,specific,NA,FL_14,freckles_feet|stripes_hair|scared_ladybugs|can_flip_air|eat_flowers|sleep_trees|babies_blankets|dont_like_icecream|bounce_ball_head|dont_like_mud|chase_shadows|hop_puddles|draw_stars_knees|like_sing|flap_arms_happy|climb_fences,NA,cave|attn_check|song|potatoes|pond|lion|maple_syrup|cats|yellow|banjo|sad|window|dance|clap|opera|garbage|look_left
